entrez,n_g4,bucket,symbol,baseMean
68916,5,4+,Cdkal1,624.1440317711634
68917,11,4+,Hint2,90.7493591392332
68918,0,0,1190005I06Rik,105.32320656546004
68920,0,0,1110065P20Rik,122.06963830259106
68922,33,4+,Dnai1,NA
68925,0,0,Rpap1,83.13547750533479
68926,15,4+,Ubap2,1419.5891333889065
68927,0,0,Ptcd2,134.65399184249537
68929,8,4+,Mospd3,1341.4572435905652
68936,0,0,Smim11,137.16663602784715
68938,10,4+,Aspscr1,115.60980130371316
68939,0,0,Rasl11b,152.6754327856508
68942,0,0,Chmp2b,303.31570026115594
68943,3,3,Pink1,46.77989592943618
68944,6,4+,Tmco1,307.57294437518976
68947,11,4+,Chst8,7.562268416706402
68948,12,4+,Fam216a,632.440292631601
68949,30,4+,Zfas1,605.4022601285697
68952,17,4+,Tlcd3b,NA
68953,9,4+,Chmp2a,302.7823644362781
68954,0,0,1500012K07Rik,NA
68955,8,4+,Srrm4,2.116308771034758
68957,7,4+,Paqr6,2.198783722457484
68961,0,0,Phkg2,97.64813400247598
68964,23,4+,Ctc1,223.8569002089184
68966,0,0,Ngdn,368.8448454259766
68968,0,0,Cdan1,70.43502833644334
68969,0,0,Eif1b,302.77165171004754
68970,15,4+,Dcaf12,469.06657235718745
68971,0,0,Tamm41,181.7672787303689
68972,0,0,Tatdn3,20.46179180395342
68975,15,4+,Med27,145.83545513923744
68977,8,4+,Haghl,10.287082602109404
68979,0,0,Nol11,751.731832369499
68980,3,3,Wdr53,43.76874567719913
68981,2,2,Snrpa1,494.3041808231309
68982,0,0,1500015A07Rik,25.741220709586464
68986,0,0,Gad1os,1.0178520595734326
68988,2,2,Prpf31,627.9416549351668
68991,0,0,Ssu72,1096.9998508563506
68992,7,4+,Zfp580,25.570369240339733
68994,0,0,1500015L24Rik,NA
68995,0,0,Mcts1,371.77174245282674
68999,0,0,Anapc10,438.4181933365776
69002,6,4+,1500026H17Rik,NA
69004,4,4+,6330418K02Rik,5.399775734502509
69008,1,1,Cab39l,127.69425555758768
69009,1,1,Thap7,27.430217955371383
69010,0,0,Anapc13,214.9864991085018
69017,19,4+,Prrt2,NA
69019,0,0,Spcs1,818.0224997442791
69020,0,0,Zfp707,27.65282586909655
69024,5,4+,Snx15,148.73132897052088
69028,0,0,Mitd1,121.72675447270332
69029,6,4+,Smdt1,235.3626358630428
69030,0,0,1810006J02Rik,NA
69032,6,4+,Lyzl4,NA
69034,2,2,Nupr2,NA
69035,0,0,Zdhhc3,254.63192024301708
69036,4,4+,Zg16,12.148955430247344
69038,4,4+,Tmem258,1913.2939986686151
69046,0,0,Isca1,29.317701636218004
69047,0,0,Atp2c2,14.4269514552812
69048,10,4+,Slc30a5,106.97740566492412
69049,4,4+,Nat8f5,NA
69050,15,4+,1810013A23Rik,NA
69051,0,0,Pycr2,683.5578487254467
69053,6,4+,Hapstr1,NA
69054,0,0,1810007C17Rik,NA
69055,0,0,1810007D17Rik,NA
69060,0,0,Pnlip,0.8112146812681724
69064,0,0,Fuom,23.967011031495616
69065,0,0,Chac1,59.02825486638925
69066,8,4+,1810010H24Rik,23.67543562434794
69068,0,0,Tcim,4.868039527521652
69069,0,0,Tmem273,NA
69071,3,3,Tmem97,279.3656870313833
69072,0,0,Ebna1bp2,840.2557687899822
69073,3,3,Kdf1,97.92638432818546
69076,9,4+,Triap1,393.11971145909513
69077,0,0,Psmd11,1717.1155270197992
69080,8,4+,Gmppa,98.89182750587082
69082,2,2,Zc3h15,1501.4183142935929
69083,0,0,Sult1c2,NA
69085,0,0,Zcchc9,149.09901232166226
69089,0,0,Oxa1l,870.0887255805477
69090,12,4+,Ascc1,291.0922526703302
69091,0,0,Vps26b,602.5579238566108
69094,5,4+,Tmem160,180.03381411277024
69097,0,0,Trim15,NA
69101,0,0,Ydjc,106.68215672887428
69104,0,0,Marchf5,NA
69106,0,0,Stoml1,74.02756449137657
69108,0,0,1810012K16Rik,NA
69109,0,0,Ccnq,63.14302919351799
69113,3,3,Alkbh3,74.06155317015867
69116,3,3,Ubr4,556.2961523827288
69117,0,0,Adh6a,0.8273633534934641
69120,0,0,1810021B22Rik,3.1498762364820205
69121,0,0,Chrdl2,NA
69123,0,0,Eci3,2.051779618495972
69125,15,4+,Cnot8,317.82331633721793
69126,0,0,Rbis,1132.138436847544
69129,5,4+,Pex11g,2.5024236452843973
69131,0,0,Cdk12,807.0954299619251
69134,15,4+,Fam25a,NA
69136,0,0,Tusc1,204.04648694088
69137,0,0,Vstm5,3.068720571079888
69139,3,3,Ctrcos,NA
69142,0,0,Cd209f,NA
69146,2,2,Gsdmd,13.588328293608182
69147,0,0,2200002J24Rik,NA
69149,16,4+,Kbtbd3,53.58799801127227
69150,0,0,Snx4,809.6131698238621
69151,0,0,Lzic,54.89682384154761
69155,0,0,1810030O07Rik,152.19363282850844
69156,0,0,Comtd1,33.10873942610476
69159,19,4+,Rhebl1,145.70709666581217
69161,0,0,Manbal,333.4167894613136
69162,14,4+,Sec31a,6397.297967749842
69163,0,0,Mrpl44,240.99978003939447
69165,0,0,Cd209b,NA
69166,0,0,1810018F18Rik,NA
69168,7,4+,Bola1,102.79086432656108
69169,0,0,Fcmr,2.9170076803109617
69170,0,0,Chaserr,NA
69171,3,3,Cnppd1,621.9071390252557
69178,9,4+,Snx5,1751.7931680992474
69179,1,1,Stimate,60.02876979161382
69181,11,4+,Dyrk2,145.64418412361107
69183,6,4+,C1qtnf2,NA
69185,0,0,Dtwd1,555.5419832973515
69186,22,4+,Tmem256,264.77927956499826
69187,0,0,Erp27,NA
69188,0,0,Kmt2e,479.55088675699034
69189,4,4+,Mcemp1,1.917682844299944
69190,0,0,Dym,58.2666490331803
69191,5,4+,Pdia2,NA
69192,10,4+,Dhx16,726.7652872676582
69193,0,0,Platr10,576.5540678430126
69195,52,4+,Tmem121,53.0414618870232
69202,8,4+,Ptms,6521.625426579792
69206,0,0,2010016I18Rik,NA
69207,0,0,Srsf11,4603.158586813404
692132,0,0,Trappc3l,NA
69215,4,4+,Sat2,5.786829026234698
69216,11,4+,Svbp,166.3911835165256
69217,0,0,Plekha4,87.74072066643197
69219,0,0,Ddah1,618.6346763321294
69221,0,0,2410006H16Rik,375.7208920914519
69225,1,1,Naxd,44.37828333096515
69226,0,0,Snx24,123.44289474150888
69227,0,0,Selenot,712.0646285510221
69228,0,0,Zfp746,434.9066679294605
69232,0,0,Qrich1,1861.9863960744824
69234,12,4+,Zfp688,48.705563310185475
69237,7,4+,Gtpbp4,771.2478599447429
69239,0,0,Pdzph1,NA
69241,0,0,Polr2d,647.9843573234325
69248,15,4+,2610035F20Rik,4.670391990383189
69253,7,4+,Hspb2,28.19784905799669
69256,8,4+,Zfp397,81.99664362760167
69257,4,4+,Elf2,1477.297441871871
69259,15,4+,Kctd5,455.74646998603777
69260,18,4+,Ing2,195.78930784138848
69263,0,0,Rfc3,323.10566547448514
69269,6,4+,Scnm1,173.93785265683042
69270,0,0,Gins1,1269.4883449118538
69274,0,0,Ctdspl,72.14675017384806
69276,1,1,Sec62,1436.0488199896383
69277,0,0,3300002I08Rik,NA
69279,0,0,1700001D01Rik,NA
69281,0,0,Spata4,NA
69282,0,0,1700001J03Rik,NA
69286,2,2,Glipr1l1,NA
69287,17,4+,Cimap1a,NA
69288,3,3,Rhobtb1,30.07225424215617
69291,16,4+,1700001L05Rik,57.58429795997648
69294,0,0,Cst13,4.851702675258832
69295,0,0,Far1os,NA
69296,0,0,Tmigd3,NA
69297,20,4+,Lrrc46,2.4349541855050316
69299,0,0,Asb9,NA
69301,5,4+,Tescl,0.6273839584033731
69303,4,4+,1700001G11Rik,3.90577880455956
69305,2,2,Dcps,139.99535339720617
69306,8,4+,Efcab9,NA
69307,0,0,Pxt1,34.262314584643875
69308,13,4+,1700007P06Rik,NA
69309,9,4+,Slc16a13,9.580430401271943
69310,0,0,Pacrg,NA
69311,0,0,1700008K24Rik,NA
69312,4,4+,Ppp1r42,NA
69314,0,0,Izumo3,NA
69315,0,0,Cfap90,NA
69317,0,0,Hmgb4,NA
69318,2,2,Fam24b,2.5072744267777924
69319,3,3,1700001K23Rik,NA
69320,10,4+,1700007J10Rik,NA
69324,0,0,1700012B07Rik,1.75998571741851
69325,9,4+,1700012B09Rik,NA
69327,7,4+,Pierce1,NA
69329,8,4+,Cfap206,3.156610747494741
69332,0,0,Lelp1,NA
69334,0,0,1700012I11Rik,NA
69337,28,4+,1700012C14Rik,4.9955108432410436
69338,0,0,1700003D09Rik,NA
69339,0,0,Ccdc54,NA
69345,0,0,1700003C15Rik,NA
69347,1,1,1700008P02Rik,NA
69349,0,0,1700008O03Rik,9.017278090265496
69350,8,4+,1700003G18Rik,1.4106148690318223
69351,2,2,Smim23,NA
69352,17,4+,Necab1,18.07067514203243
69354,0,0,Slc38a4,1242.395855931204
69355,0,0,1700010J16Rik,NA
69356,0,0,1700003I22Rik,NA
69357,0,0,BC061195,NA
69358,0,0,Lrrc51,5.191131702702085
69361,0,0,Cypt3,NA
69362,0,0,Cst12,NA
69363,0,0,Spaca4,NA
69364,0,0,Cfap107,NA
69367,0,0,Glrx2,599.4034850720418
69368,0,0,Wdfy1,545.7472793461235
69369,0,0,Ms4a20,NA
69370,0,0,1700017L05Rik,NA
69371,0,0,Smco2,NA
69372,0,0,Mocs3,109.30756511807655
69376,0,0,Zpbp2,0.935524271379398
69379,0,0,C8g,3.458689255634925
69380,30,4+,1700013G24Rik,NA
69382,0,0,H2bl1,NA
69384,6,4+,Tmem89,NA
69386,1,1,H4c8,NA
69387,16,4+,Dnajb13,6.896729019165486
69388,0,0,Fam236c,NA
69389,0,0,H2bw2,NA
69393,0,0,1700024B18Rik,NA
69396,4,4+,1700018F24Rik,NA
69397,0,0,1700019A02Rik,4.03715634171556
69399,0,0,1700025G04Rik,60.01600292674397
69401,1,1,Plac8l1,0.6381681154416136
69405,0,0,1700019E08Rik,0.8760678411871209
69407,0,0,1700025J12Rik,NA
69408,0,0,Dnajc17,44.6325125849178
69409,2,2,1700021N21Rik,NA
69412,0,0,1700016L04Rik,NA
69413,0,0,1700016P04Rik,NA
69416,0,0,Ms4a19,NA
69418,0,0,1700025K24Rik,NA
69419,9,4+,1700026F02Rik,NA
69420,0,0,1700022H16Rik,NA
69423,0,0,1700019M22Rik,NA
69428,0,0,Spmip3,NA
69430,0,0,1700048O20Rik,13.954382277194188
69432,0,0,1700026J14Rik,NA
69433,0,0,1700023F02Rik,NA
69434,11,4+,Snhg10,11.231711826892486
69439,8,4+,Mroh4,1.39470225162465
69440,0,0,Dennd6b,19.61732285735164
69441,0,0,Efcab15,NA
69443,0,0,1700027J07Rik,NA
69444,1,1,Lyzl6,NA
69449,0,0,Teshl,NA
69453,0,0,Prss56,2.996154421007841
69454,10,4+,Clic3,5.180904706010874
69456,0,0,Commd10,594.9553922299527
69457,4,4+,Tmem45a2,1.96967766633728
69459,11,4+,Ubl7,4.841677395156096
69460,0,0,1700028M03Rik,NA
69462,10,4+,Slurp2,NA
69464,0,0,Krtap4-13,1.6294857496294468
69469,0,0,Tmco2,NA
69470,0,0,Tmem127,67.38057296984438
69473,0,0,Krtap3-1,NA
69478,0,0,2300009A05Rik,73.59939346370899
69479,0,0,Cfap96,NA
69480,0,0,Ttc9,19.853689595530454
69481,0,0,Actl9,NA
69482,0,0,Nup35,276.6301389014394
69487,0,0,Ndufaf5,48.58514974859396
69491,0,0,1700029N11Rik,NA
69495,11,4+,1700029B22Rik,NA
69496,0,0,Dydc1,NA
69499,0,0,Tsr2,214.79235794275988
69501,0,0,Etd,NA
69504,0,0,Zfp932,24.20959822419664
69511,6,4+,Klk12,NA
69513,0,0,1700030C10Rik,NA
69514,0,0,Lce3e,NA
69517,0,0,2310001K24Rik,NA
69519,0,0,Rwdd2a,22.183360889242252
69520,0,0,Lce3f,NA
69522,2,2,2310002D06Rik,NA
69524,5,4+,Esam,48.88411389016836
69527,0,0,Mrps9,150.13681418775772
69528,0,0,1700030J22Rik,19.525545071918764
69533,0,0,Krtap26-1,NA
69534,3,3,Avpi1,114.59438684989053
69535,24,4+,Ten1,26.31538990322308
69536,0,0,Hemk1,95.00935820013532
69537,0,0,Dnase1l1,2.7802283621782085
69538,0,0,Antxr1,30.81222588063606
69539,3,3,Trnp1,9.56234085294607
69540,0,0,Klk10,45.99083746050509
69541,0,0,Lyg1,NA
69542,5,4+,2300002M23Rik,NA
69543,0,0,Capns2,NA
69544,0,0,Wdr5b,4.133675290317619
69546,9,4+,Mapk1ip1,56.94884434022581
69547,27,4+,Nkpd1,NA
69548,6,4+,2310015A10Rik,3.134146504089391
69549,0,0,2310009B15Rik,94.20232469179008
69550,0,0,Bst2,15.12807714486542
69551,0,0,2310022B05Rik,91.06503250514466
69553,14,4+,Ripor3,2.2460665286014607
69554,10,4+,Klhdc2,585.7368032455586
69556,0,0,Bod1,719.7365963463948
69562,0,0,Cdk13,915.7947137375288
69563,8,4+,Mrln,1.8874830779376748
69564,33,4+,Nmrk2,NA
69566,0,0,2310016D03Rik,NA
69568,6,4+,Vkorc1l1,478.2779618654112
69571,0,0,2310034O05Rik,NA
69572,23,4+,Mfsd3,22.091990193816653
69573,25,4+,Hilpda,240.9859201444401
69574,0,0,Cmbl,1.810743156299213
69576,0,0,Smco1,NA
69577,0,0,Fastkd3,244.4198745222511
69578,28,4+,2310016G11Rik,NA
69581,18,4+,Rhou,213.69851130514164
69582,13,4+,Plekhm2,36.238407424392875
69583,34,4+,Tnfsf13,45.06566628419856
69585,0,0,Hjv,32.66829890423668
69587,20,4+,Pcgf3,721.7842292899651
69590,0,0,Gpx8,48.026837860990355
69592,0,0,Odam,NA
69596,0,0,Ap5s1,16.2971358452412
69597,0,0,Afg3l2,1341.3112553085855
69601,0,0,Dab2ip,302.43222675006507
69602,0,0,Otop3,0.6787929213866313
69603,4,4+,2310020H05Rik,NA
69605,1,1,Lnpk,129.9176083765274
69606,14,4+,Mtfmt,49.93296183088266
69608,0,0,Sec24d,604.719244355523
69611,0,0,Lce1d,NA
69612,11,4+,Kansl2,454.41370008703706
69617,16,4+,Pitrm1,223.4648653196099
69627,0,0,Fam89a,6.535228814431788
69629,4,4+,2310039L15Rik,5.1132900605452125
69631,0,0,Plet1os,NA
69632,0,0,Arhgef12,143.22758687063728
69634,0,0,Clybl,103.33947297724907
69635,7,4+,Dapk1,532.008178983173
69638,26,4+,Enho,10.53355233444902
69639,0,0,Exosc8,277.1959764180932
69640,3,3,Fam83g,31.923667315229014
69641,2,2,Wdr20,66.85599259720402
69642,0,0,Mlip,NA
69652,7,4+,2310069B03Rik,1.0112879931549217
69654,0,0,Dctn2,158.3287004745792
69655,37,4+,Cd164l2,3.54595309293145
69656,0,0,Pir,109.1630288423575
69659,0,0,2310069G16Rik,NA
69660,0,0,Tmbim1,106.65245702723688
69661,0,0,Krtap13-22,NA
69662,12,4+,2310061I04Rik,937.3675554544676
69663,0,0,Ddx51,99.06345847241592
69664,0,0,Krtap1-5,NA
69665,0,0,Upk3bl,4.977220134282237
69666,0,0,Psmg4,390.68048136140584
69668,0,0,Ccdc115,249.00402340379628
69671,0,0,Tmem52,1.9041744490744592
69672,0,0,Txndc15,75.28248649826115
69674,6,4+,Mif4gd,449.5982996592788
69675,0,0,Pxdn,118.78740263871452
69677,0,0,Il36b,NA
69678,11,4+,Atcayos,0.7083176411283604
69679,0,0,2310043O21Rik,NA
69681,7,4+,Cdk3,NA
69683,17,4+,Emc10,491.9652792416998
69684,0,0,Aarsd1,69.31219361924211
69692,2,2,Hddc2,85.29096339492476
69693,0,0,Pof1b,3.2694710476005437
69694,0,0,Tatdn1,109.54931292206484
69696,0,0,Krtap13-21,NA
69697,20,4+,Camsap3,100.9480576031596
69698,3,3,Slc52a3,35.46129582574114
69699,0,0,2310079G19Rik,NA
69700,0,0,Col22a1,5.2546034423691586
69702,3,3,Ndufaf1,138.48906335214252
69706,5,4+,Lrr1,106.40119656892831
69707,2,2,Iqcg,40.65315303479498
69709,4,4+,Ptrhd1,126.07719257910531
69710,0,0,Arap1,39.77046719570161
69713,0,0,Pin4,316.5166699106125
69714,2,2,Tfpt,15.971787373830397
69716,0,0,Trip13,1182.794160609526
69717,9,4+,Gm10499,NA
69718,0,0,Ipmk,337.66736573930166
69719,0,0,Cad,718.6731628015768
69721,0,0,Nkiras1,92.90253493503464
69723,0,0,Rpain,58.1581831334204
69724,3,3,Rnaseh2a,501.20255117310865
69726,0,0,Smyd3,104.38027644897385
69727,0,0,Usp46,145.30186817050347
69729,0,0,2410003L11Rik,77.96050659341392
69731,32,4+,Gemin7,250.87515732247297
69732,0,0,2410018L13Rik,9.23404308126239
69736,0,0,Nup37,584.8833408702185
69737,8,4+,Ttl,60.95199659147752
69739,10,4+,2410004I01Rik,6.63634413551133
69740,0,0,Dph5,94.4583081205034
69742,0,0,Tm2d2,52.05802474090933
69743,16,4+,Casz1,67.94494387774309
69745,14,4+,Pold4,14.835083594356758
69747,0,0,Zswim7,148.01910494507987
69748,0,0,Aldh16a1,65.00246600963102
69749,0,0,Epb41l4aos,187.5018959644594
69750,0,0,2410021H03Rik,0.9526014618331816
69752,0,0,Zfp511,98.42780585245428
69754,0,0,Fbxo7,53.23842865456549
69757,4,4+,Leng1,34.89738420336441
69761,2,2,Aoc1l2,NA
69768,0,0,1600019K03Rik,NA
69769,1,1,Tnfaip8l2,NA
69770,14,4+,Fam174c,NA
69771,9,4+,1810019D21Rik,25.184425042095764
69772,0,0,Bdh2,20.02598747290049
69773,5,4+,Timm29,183.29265241455315
69774,1,1,Ms4a6b,NA
69776,18,4+,1600002D24Rik,NA
69780,0,0,Smap2,384.3662183014527
69781,0,0,1600010M07Rik,0.6090005712548361
69784,0,0,1500009L16Rik,373.59316837947034
69785,0,0,Ceacam13,NA
69786,4,4+,Tprkb,192.97300309550135
69787,0,0,Anxa13,NA
69788,0,0,1600023N17Rik,NA
69790,0,0,Med30,444.91068763092653
69792,0,0,Med6,303.7183697452841
69794,0,0,1600027J07Rik,NA
69797,6,4+,1600029I14Rik,NA
69798,0,0,1810044D09Rik,7.402225861045493
69802,0,0,Cox11,213.1735117607283
69804,12,4+,Tmem147,452.78436376976225
69806,0,0,Slc39a11,133.4863650119856
69807,0,0,Trim32,191.3987063447359
69808,0,0,Rap1gapos,1.161382658402609
69809,0,0,Pou2af2,NA
69810,0,0,Clec4b1,NA
69812,4,4+,Abhd11os,NA
69814,0,0,Prss32,NA
69815,39,4+,Krtcap3,29.733777177467147
69816,2,2,Mzb1,1.60846232960542
69821,3,3,Mterf4,71.21850577058908
69823,4,4+,Fyttd1,709.5243320719842
69824,0,0,Glod5,3.473228667651783
69826,5,4+,Ms4a10,5.077728535068373
69833,4,4+,Polr2f,816.5919702838789
69834,0,0,Rab43,24.183761819883443
69836,5,4+,Pla2g12b,2.170578579669064
69837,21,4+,Pcgf1,81.21864494976882
69847,0,0,Wnk4,1.025799328797982
69852,10,4+,Tcf23,0.6301204608220332
69854,10,4+,1810063I02Rik,NA
69857,0,0,1810053B23Rik,NA
69860,0,0,Eif1ad,745.1236701464782
69861,1,1,2010003K11Rik,NA
69862,2,2,1810064F22Rik,NA
69863,0,0,Ttc39b,360.21873410665324
69864,0,0,1810065E05Rik,NA
69865,0,0,A1cf,NA
69870,4,4+,Polr3gl,18.46346593934845
69871,9,4+,Ppp1r35,46.19241620177034
69875,10,4+,Ndufa11,949.2400070199344
69876,11,4+,Thap3,26.563384921225023
69878,0,0,Snrpf,1615.327683020427
69882,0,0,Ints14,290.1070485407129
69885,9,4+,Aunip,55.37279459424964
69888,0,0,Cyp2c66,NA
69890,0,0,Zfp219,301.5774945365909
69893,0,0,Coa7,421.998710719524
69894,0,0,Fam241b,39.79873819109458
69895,0,0,Snhg8,220.41088400250024
69900,9,4+,Mfsd11,81.77542157386647
69902,3,3,Mrto4,526.2739807819179
69903,14,4+,Rasip1,31.141596964200435
69906,9,4+,Slc25a32,124.29564662554532
69908,0,0,Rab3b,82.04383900240995
69909,19,4+,2610027K06Rik,NA
69912,12,4+,Nup43,270.8897507913554
69917,9,4+,Nabp2,921.4427986073734
69918,4,4+,2610020C07Rik,12.505248564593137
69920,2,2,Polr2i,271.2595072549446
69922,0,0,Vrk2,81.11175426582719
69923,0,0,Agk,95.8860465004954
69926,0,0,Dnah17,1.342391088890432
69928,0,0,Cenps,84.42182090890799
69930,0,0,Zfp715,127.13184869410986
69934,7,4+,Trmt10b,130.25953896930835
69938,15,4+,Scrn1,47.04174362165686
69940,0,0,Exoc1,188.2576545416319
69941,0,0,2810408I11Rik,164.03815814063853
69942,0,0,Rnf113a1,49.935654619882214
69944,0,0,2810021J22Rik,26.125203853858785
69952,0,0,Tunar,33.42935310939475
69953,0,0,2810025M15Rik,NA
69955,0,0,Fars2,16.545583471895124
69956,0,0,Ptcd3,723.3463580119256
69957,0,0,Cdc16,554.5098703115923
69961,30,4+,Rpp25l,134.7796395169927
69962,0,0,Mettl18,70.5380649645852
69964,0,0,2810403D21Rik,28.79871827914268
69966,4,4+,2810404M03Rik,NA
69974,8,4+,2810405F15Rik,NA
69976,0,0,Galk2,122.26462984175826
69981,0,0,Tmem30a,458.916025158721
69982,1,1,Spink2,6.352995352403305
69983,0,0,Sis,3.4396254026229935
69986,0,0,1700025N23Rik,NA
69987,0,0,Spaca9,4.029754821780529
69993,0,0,Chn2,31.990433921115265
69994,2,2,Rsc1a1,NA
69999,0,0,1700027F09Rik,NA
70001,4,4+,1700028B04Rik,NA
70003,2,2,1700028I16Rik,4.734190176591535
70004,4,4+,1700028J19Rik,3.1954315241649076
70005,0,0,Znf41-ps,NA
70008,0,0,Ace2,1.1855161645730528
70011,0,0,1700030N03Rik,NA
70012,0,0,Cep85,200.43289927006737
70020,0,0,Ino80b,177.3920920013036
70021,3,3,Nt5dc2,937.9055477809364
70024,5,4+,Mcm10,508.8220949549486
70025,0,0,Acot7,1147.244819572945
70026,0,0,Tspo2,NA
70028,15,4+,Dop1b,250.58425639221065
70031,2,2,Cmtm8,51.47870033604989
70036,1,1,Dancr,172.5229115380399
70040,0,0,2610037D02Rik,16.48134865303149
70044,8,4+,Tut1,157.26054660583196
70045,3,3,Gpr15lg,NA
70047,0,0,Trnt1,185.42500829942196
70052,0,0,Prpf4,476.0526224901148
70054,0,0,Ccdc89,4.622428270401555
70055,0,0,1700030L20Rik,1.08872185306101
70059,5,4+,Degs2,1.6797993125722992
70060,0,0,Spata3,NA
70061,0,0,Sdr9c7,NA
70062,0,0,Ctag2,NA
70065,9,4+,Ankrd60,NA
70069,0,0,H1f7,NA
70073,3,3,Zdhhc25,NA
70078,1,1,Nol7,553.4264459152455
70080,0,0,Igsf23,42.94646711072916
70081,0,0,Zfp995,35.51936576432627
70082,0,0,Lysmd2,72.5643808991093
70083,10,4+,Metrn,41.623956561297064
70086,0,0,Cysltr2,8.981848872915206
70088,28,4+,Meaf6,591.7864145224491
70090,7,4+,2310005E17Rik,NA
70093,12,4+,Ube2q1,1745.7441218855986
70097,0,0,Sash1,466.4648777717233
70099,0,0,Smc4,1179.2649889440188
70100,5,4+,2310015D24Rik,NA
70101,0,0,Cyp4f16,33.12329488613012
70103,0,0,Znhit1,156.05440701825765
70110,0,0,Ifi35,23.380427652390996
70113,18,4+,Cimap1b,NA
70118,0,0,Srrd,29.80885577099795
70120,0,0,Yars2,191.22709869896977
70122,0,0,Mllt3,63.26829907484892
70123,0,0,Nbdy,107.01489897398146
70127,4,4+,Dpf3,2.2407795980450063
70129,1,1,Slc44a4,19.024930584404828
70134,0,0,Misp3,NA
70138,0,0,2210417A02Rik,5.055989099355071
70143,0,0,2210414B05Rik,NA
70144,2,2,Lrch3,70.33971146206889
70147,3,3,Plut,NA
70152,5,4+,Tmt1a,NA
70153,0,0,Qng1,NA
70155,0,0,Ogfrl1,148.17418625715342
70157,0,0,2210409D07Rik,NA
70160,0,0,Vps36,295.53516958913946
70162,0,0,Hk1os,2.4060699199474183
70163,0,0,Lypd8,13.256100804741603
70166,0,0,Lipn,NA
70178,0,0,Abhd17c,962.4020942043612
70186,0,0,Fam162a,840.0914710286759
70192,0,0,Cd209g,NA
70194,0,0,2310075C17Rik,NA
70202,0,0,Ctsll3,NA
70207,0,0,Taco1,10.058494284161874
70208,0,0,Med23,354.49354986386606
70209,0,0,Tmem143,24.151044616718934
70218,0,0,Kif18b,281.56034618716086
70223,3,3,Nars1,NA
70225,0,0,Ppil3,121.07683069453914
70226,0,0,Rbm3os,8.187273700133264
70227,0,0,Zfp619,19.4532157691742
70230,10,4+,3300002P13Rik,9.438889277253024
70231,17,4+,Gorasp2,1321.0047693597282
70233,0,0,Cd2bp2,295.05796753763326
70235,0,0,Poc1a,66.41130352894837
70237,0,0,Bhlhb9,116.37179599457386
70238,8,4+,Rnf168,291.8863313756416
70239,5,4+,Gtf3c5,144.08593698992814
70240,8,4+,Ufsp1,20.448102524741618
70247,10,4+,Psmd1,1784.5020624347476
70248,6,4+,Dazap1,1316.4581455048892
70252,0,0,Jpx,15.078010023545618
70257,3,3,Atp5mj,NA
70261,0,0,Chp2,NA
70266,11,4+,Kyat1,40.08804172056959
70274,6,4+,Ly6g6e,8.758456545233324
70281,8,4+,2310068J16Rik,5.029718815318381
70285,0,0,Rpf1,317.8002615331422
70291,0,0,Mkrn2os,0.9829514153476792
70292,5,4+,Afap1,307.7316588536605
70294,0,0,Rnf126,858.9431959269803
70296,7,4+,Tbc1d13,186.63739800554777
70297,0,0,Gcc2,232.6825662399317
70300,10,4+,Fuz,39.80188335135783
70310,8,4+,Plscr3,133.161675307649
70312,38,4+,Cactin,358.28601841458885
70314,12,4+,Rabep2,34.161650073819985
70315,1,1,Hdac8,8.321697433180777
70316,0,0,Ndufab1,1497.3834740035502
70317,2,2,Arl16,25.531222201989113
70325,0,0,Pigw,16.315302188693504
70333,5,4+,Polr1g,NA
70335,10,4+,Reep6,172.94188754593463
70337,0,0,Iyd,NA
70345,0,0,0610038B21Rik,1.9400155694349144
70348,4,4+,Ube3d,NA
70349,0,0,Copb1,379.9444855051787
70350,42,4+,Basp1,2209.0336124456976
70351,0,0,Ppp4r1,243.62279892904655
70354,0,0,Secisbp2l,609.9823781856343
70355,4,4+,Gprc5c,146.06778285007115
70356,0,0,St13,1987.915147868635
70357,7,4+,Kcnip1,0.8224621896107195
70358,16,4+,Steap1,557.6698738802456
70359,0,0,Gtpbp3,57.30239643632451
70361,9,4+,Lman1,1111.8473709389818
70362,3,3,Actl10,NA
70363,0,0,Fam135b,NA
70365,1,1,Speer5-ps1,NA
70369,12,4+,Bag5,233.474090363665
70370,0,0,Fbln7,NA
70371,6,4+,1700026D11Rik,NA
70373,0,0,Gpatch2l,64.18387833027332
70375,0,0,Ica1l,6.793998403054089
70377,0,0,Derl3,56.36328938862041
70380,0,0,Mospd1,32.20721586446957
70381,0,0,Tecpr1,40.44208157763174
70382,0,0,Kctd2,106.325432033795
70383,0,0,Cox10,166.8837776500314
70385,0,0,Spdl1,117.99508903030878
70387,4,4+,Ttc9c,1270.0447051473393
70392,0,0,Asb12,1.8984669813341744
70393,0,0,2210416O15Rik,NA
70394,4,4+,Kptn,39.92426871051587
70396,10,4+,Asnsd1,283.22347136645686
70397,1,1,Tmem70,169.00788293711204
70405,0,0,Calml3,NA
70408,0,0,Polr3f,238.32517509123343
70415,0,0,Stk26,48.686136451078994
70417,0,0,Megf10,2.601209911441831
70419,0,0,2810408A11Rik,5.813705499770765
70420,0,0,Arpin,19.33663369205527
70422,0,0,Ints2,147.17246814487353
70423,0,0,Tspan15,66.77394818718027
70425,12,4+,Csnk1g3,553.6970286362459
70426,0,0,Tekt5,1.3874248464429066
70427,14,4+,Mier2,242.4831070982108
70428,0,0,Polr3b,459.2137393212751
